id,referencia,poliza_id,vehiculo_id,asegurado_id,fecha_siniestro,lugar,responsable,importe_estimada,estado,Nombre,Apellido
274,SIN000274,39,39,39,2023-11-20,Madrid,True,5114.71,ABIERTA,Jan,Pereira
275,SIN000275,39,39,39,2024-02-18,Valencia,True,5591.47,ABIERTA,Jan,Pereira
276,SIN000276,39,39,39,2020-10-28,Valencia,True,7939.89,EN_TRAMITE,Jan,Pereira
277,SIN000277,40,40,40,2023-11-18,Valencia,True,4852.09,EN_TRAMITE,Jan,Pereira
278,SIN000278,40,40,40,2023-11-03,Valencia,True,3876.09,EN_TRAMITE,Jan,Pereira
279,SIN000279,40,40,40,2024-11-29,Barcelona,True,4836.39,ABIERTA,Jan,Pereira
280,SIN000280,40,40,40,2023-02-03,Madrid,True,4797.15,ABIERTA,Jan,Pereira
281,SIN000281,40,40,40,2023-05-01,Valencia,True,6089.11,ABIERTA,Jan,Pereira
282,SIN000282,40,40,40,2023-11-15,Madrid,True,4346.11,ABIERTA,Jan,Pereira
283,SIN000283,40,40,40,2023-07-24,Madrid,True,4426.53,ABIERTA,Jan,Pereira
284,SIN000284,40,40,40,2024-03-05,Barcelona,True,7508.0,EN_TRAMITE,Jan,Pereira
285,SIN000285,40,40,40,2022-07-08,Madrid,True,4028.24,ABIERTA,Jan,Pereira
286,SIN000286,41,41,41,2021-12-03,Valencia,True,7075.17,EN_TRAMITE,Jan,Pereira
287,SIN000287,41,41,41,2022-05-14,Valencia,True,3726.96,EN_TRAMITE,Jan,Pereira
288,SIN000288,41,41,41,2022-06-26,Madrid,True,5583.13,ABIERTA,Jan,Pereira
289,SIN000289,41,41,41,2022-12-04,Valencia,True,5315.14,ABIERTA,Jan,Pereira
290,SIN000290,41,41,41,2024-03-23,Valencia,True,4436.02,EN_TRAMITE,Jan,Pereira
291,SIN000291,41,41,41,2023-05-14,Madrid,True,4192.79,ABIERTA,Jan,Pereira
292,SIN000292,41,41,41,2022-05-08,Madrid,True,6164.56,ABIERTA,Jan,Pereira
293,SIN000293,42,42,42,2024-09-05,Madrid,True,7317.56,EN_TRAMITE,Jan,Pereira
294,SIN000294,42,42,42,2020-01-10,Valencia,True,3994.54,EN_TRAMITE,Jan,Pereira
295,SIN000295,42,42,42,2022-06-19,Madrid,True,7816.89,EN_TRAMITE,Jan,Pereira
296,SIN000296,42,42,42,2021-02-28,Madrid,True,5497.73,EN_TRAMITE,Jan,Pereira
297,SIN000297,42,42,42,2024-12-19,Barcelona,True,7125.2,EN_TRAMITE,Jan,Pereira
298,SIN000298,42,42,42,2024-03-04,Barcelona,True,5157.45,EN_TRAMITE,Jan,Pereira
299,SIN000299,42,42,42,2021-08-04,Madrid,True,7188.14,EN_TRAMITE,Jan,Pereira
300,SIN000300,42,42,42,2021-10-21,Madrid,True,4872.14,EN_TRAMITE,Jan,Pereira
301,SIN000301,43,43,43,2021-04-26,Madrid,True,5664.4,EN_TRAMITE,Jan,Pereira
302,SIN000302,43,43,43,2021-05-14,Madrid,True,7978.49,EN_TRAMITE,Jan,Pereira
303,SIN000303,43,43,43,2021-07-09,Madrid,True,5747.05,EN_TRAMITE,Jan,Pereira
304,SIN000304,43,43,43,2022-02-28,Valencia,True,7908.35,ABIERTA,Jan,Pereira
305,SIN000305,43,43,43,2023-04-17,Madrid,True,4312.55,ABIERTA,Jan,Pereira
306,SIN000306,43,43,43,2023-07-12,Madrid,True,3513.92,EN_TRAMITE,Jan,Pereira
307,SIN000307,43,43,43,2024-07-17,Madrid,True,5255.44,EN_TRAMITE,Jan,Pereira
308,SIN000308,43,43,43,2021-03-06,Madrid,True,7986.44,ABIERTA,Jan,Pereira
309,SIN000309,43,43,43,2023-04-18,Barcelona,True,5046.13,EN_TRAMITE,Jan,Pereira
310,SIN000310,44,44,44,2024-07-04,Barcelona,True,6405.73,EN_TRAMITE,Jan,Pereira
311,SIN000311,44,44,44,2024-06-18,Valencia,True,7402.22,ABIERTA,Jan,Pereira
312,SIN000312,44,44,44,2021-10-04,Madrid,True,4552.13,ABIERTA,Jan,Pereira
313,SIN000313,44,44,44,2020-03-14,Barcelona,True,4730.97,ABIERTA,Jan,Pereira
314,SIN000314,44,44,44,2024-02-04,Barcelona,True,7121.11,EN_TRAMITE,Jan,Pereira
315,SIN000315,44,44,44,2020-09-10,Barcelona,True,5294.57,ABIERTA,Jan,Pereira
316,SIN000316,44,44,44,2023-09-28,Valencia,True,7251.82,EN_TRAMITE,Jan,Pereira
317,SIN000317,44,44,44,2021-09-07,Barcelona,True,7749.81,ABIERTA,Jan,Pereira
318,SIN000318,44,44,44,2022-04-15,Madrid,True,4743.45,EN_TRAMITE,Jan,Pereira
319,SIN000319,45,45,45,2022-04-17,Barcelona,True,7629.92,ABIERTA,Jan,Pereira
320,SIN000320,45,45,45,2023-06-12,Barcelona,True,4079.12,ABIERTA,Jan,Pereira
321,SIN000321,45,45,45,2022-01-17,Madrid,True,5093.94,ABIERTA,Jan,Pereira
322,SIN000322,45,45,45,2022-05-14,Valencia,True,7719.23,EN_TRAMITE,Jan,Pereira
323,SIN000323,45,45,45,2024-02-16,Valencia,True,4495.46,ABIERTA,Jan,Pereira
324,SIN000324,45,45,45,2020-08-17,Barcelona,True,3686.43,ABIERTA,Jan,Pereira
325,SIN000325,46,46,46,2023-10-12,Barcelona,True,7915.0,EN_TRAMITE,Jan,Pereira
326,SIN000326,46,46,46,2022-05-20,Valencia,True,7188.66,ABIERTA,Jan,Pereira
327,SIN000327,46,46,46,2020-09-29,Valencia,True,4507.24,EN_TRAMITE,Jan,Pereira
328,SIN000328,46,46,46,2023-01-19,Valencia,True,7746.07,EN_TRAMITE,Jan,Pereira
329,SIN000329,46,46,46,2023-06-02,Madrid,True,7910.16,ABIERTA,Jan,Pereira
330,SIN000330,46,46,46,2022-07-23,Barcelona,True,4460.67,EN_TRAMITE,Jan,Pereira
331,SIN000331,46,46,46,2022-08-27,Madrid,True,5411.98,EN_TRAMITE,Jan,Pereira
332,SIN000332,47,47,47,2023-02-03,Barcelona,True,4267.12,EN_TRAMITE,Jan,Pereira
333,SIN000333,47,47,47,2024-01-10,Madrid,True,5127.16,EN_TRAMITE,Jan,Pereira
334,SIN000334,47,47,47,2021-08-26,Valencia,True,4174.58,ABIERTA,Jan,Pereira
335,SIN000335,47,47,47,2022-04-25,Barcelona,True,6626.93,ABIERTA,Jan,Pereira
336,SIN000336,47,47,47,2023-07-14,Barcelona,True,3767.14,EN_TRAMITE,Jan,Pereira
337,SIN000337,47,47,47,2024-06-03,Barcelona,True,4570.26,EN_TRAMITE,Jan,Pereira
338,SIN000338,47,47,47,2020-06-05,Barcelona,True,5323.83,EN_TRAMITE,Jan,Pereira
339,SIN000339,47,47,47,2023-06-21,Barcelona,True,6152.09,ABIERTA,Jan,Pereira
340,SIN000340,47,47,47,2024-05-31,Madrid,True,5707.21,ABIERTA,Jan,Pereira
341,SIN000341,47,47,47,2023-06-11,Barcelona,True,7365.62,EN_TRAMITE,Jan,Pereira
342,SIN000342,48,48,48,2023-12-15,Valencia,True,6878.64,ABIERTA,Jan,Pereira
343,SIN000343,48,48,48,2020-06-17,Barcelona,True,7548.46,EN_TRAMITE,Jan,Pereira
344,SIN000344,48,48,48,2020-08-14,Madrid,True,7683.72,ABIERTA,Jan,Pereira
345,SIN000345,48,48,48,2021-10-03,Madrid,True,5743.38,ABIERTA,Jan,Pereira
346,SIN000346,48,48,48,2022-09-28,Barcelona,True,6405.16,ABIERTA,Jan,Pereira
347,SIN000347,48,48,48,2022-11-17,Valencia,True,4457.01,EN_TRAMITE,Jan,Pereira
348,SIN000348,48,48,48,2022-09-20,Barcelona,True,5273.84,EN_TRAMITE,Jan,Pereira
349,SIN000349,48,48,48,2022-01-28,Valencia,True,5333.08,EN_TRAMITE,Jan,Pereira
350,SIN000350,48,48,48,2020-02-24,Valencia,True,6712.2,EN_TRAMITE,Jan,Pereira
351,SIN000351,48,48,48,2020-09-17,Barcelona,True,3904.55,EN_TRAMITE,Jan,Pereira
352,SIN000352,49,49,49,2022-05-16,Barcelona,True,4436.06,ABIERTA,Jan,Pereira
353,SIN000353,49,49,49,2020-03-11,Valencia,True,5793.14,ABIERTA,Jan,Pereira
354,SIN000354,49,49,49,2024-09-19,Madrid,True,7868.83,EN_TRAMITE,Jan,Pereira
355,SIN000355,49,49,49,2023-05-03,Madrid,True,5116.76,ABIERTA,Jan,Pereira
356,SIN000356,49,49,49,2020-06-12,Valencia,True,7574.5,EN_TRAMITE,Jan,Pereira
357,SIN000357,49,49,49,2020-04-17,Valencia,True,5087.05,EN_TRAMITE,Jan,Pereira
358,SIN000358,49,49,49,2023-07-13,Barcelona,True,4998.99,EN_TRAMITE,Jan,Pereira
359,SIN000359,49,49,49,2020-03-14,Barcelona,True,4684.68,ABIERTA,Jan,Pereira
360,SIN000360,49,49,49,2024-12-14,Madrid,True,4725.06,ABIERTA,Jan,Pereira
361,SIN000361,49,49,49,2023-04-03,Valencia,True,4123.12,ABIERTA,Jan,Pereira
362,SIN000362,50,50,50,2020-04-10,Madrid,True,3826.14,EN_TRAMITE,Jan,Pereira
363,SIN000363,50,50,50,2022-04-30,Valencia,True,7567.31,EN_TRAMITE,Jan,Pereira
364,SIN000364,50,50,50,2021-07-13,Madrid,True,5804.56,ABIERTA,Jan,Pereira
365,SIN000365,50,50,50,2024-11-13,Barcelona,True,3820.37,EN_TRAMITE,Jan,Pereira
366,SIN000366,50,50,50,2021-03-16,Madrid,True,6669.77,ABIERTA,Jan,Pereira
367,SIN000367,50,50,50,2022-06-13,Madrid,True,5304.74,ABIERTA,Jan,Pereira
368,SIN000368,50,50,50,2024-01-21,Barcelona,True,6814.21,EN_TRAMITE,Jan,Pereira
369,SIN000369,50,50,50,2022-12-03,Barcelona,True,7094.74,ABIERTA,Jan,Pereira
370,SIN000370,50,50,50,2021-03-14,Madrid,True,7322.16,EN_TRAMITE,Jan,Pereira
371,SIN000371,51,51,51,2024-02-06,Valencia,True,7415.24,ABIERTA,Jan,Pereira
372,SIN000372,51,51,51,2022-04-24,Madrid,True,7669.65,ABIERTA,Jan,Pereira
373,SIN000373,51,51,51,2023-09-14,Valencia,True,5395.38,ABIERTA,Jan,Pereira
374,SIN000374,51,51,51,2024-10-25,Valencia,True,7298.53,EN_TRAMITE,Jan,Pereira
375,SIN000375,51,51,51,2021-03-25,Barcelona,True,6193.13,EN_TRAMITE,Jan,Pereira
376,SIN000376,51,51,51,2022-06-18,Barcelona,True,6527.19,ABIERTA,Jan,Pereira
377,SIN000377,51,51,51,2024-06-17,Madrid,True,5205.66,ABIERTA,Jan,Pereira
378,SIN000378,51,51,51,2024-08-10,Barcelona,True,4259.16,EN_TRAMITE,Jan,Pereira
379,SIN000379,52,52,52,2021-01-10,Madrid,True,3981.68,ABIERTA,Jan,Pereira
380,SIN000380,52,52,52,2020-08-23,Madrid,True,7994.64,ABIERTA,Jan,Pereira
381,SIN000381,52,52,52,2021-06-23,Barcelona,True,4813.43,ABIERTA,Jan,Pereira
382,SIN000382,52,52,52,2022-04-11,Valencia,True,7214.22,ABIERTA,Jan,Pereira
383,SIN000383,52,52,52,2024-12-23,Barcelona,True,6166.95,EN_TRAMITE,Jan,Pereira
384,SIN000384,52,52,52,2020-04-08,Valencia,True,4141.88,ABIERTA,Jan,Pereira
385,SIN000385,52,52,52,2022-01-12,Madrid,True,5805.0,EN_TRAMITE,Jan,Pereira
386,SIN000386,52,52,52,2022-07-27,Valencia,True,4975.23,EN_TRAMITE,Jan,Pereira
387,SIN000387,52,52,52,2023-08-23,Valencia,True,6379.24,EN_TRAMITE,Jan,Pereira
388,SIN000388,53,53,53,2022-05-19,Valencia,True,6691.77,EN_TRAMITE,Jan,Pereira
389,SIN000389,53,53,53,2021-11-03,Valencia,True,6727.59,ABIERTA,Jan,Pereira
390,SIN000390,53,53,53,2024-09-13,Valencia,True,7941.19,EN_TRAMITE,Jan,Pereira
391,SIN000391,53,53,53,2024-04-28,Madrid,True,6386.03,EN_TRAMITE,Jan,Pereira
392,SIN000392,53,53,53,2024-08-22,Madrid,True,3776.38,EN_TRAMITE,Jan,Pereira
393,SIN000393,53,53,53,2023-10-06,Barcelona,True,6393.43,EN_TRAMITE,Jan,Pereira
394,SIN000394,54,54,54,2023-05-10,Valencia,True,6872.22,EN_TRAMITE,Jan,Pereira
395,SIN000395,54,54,54,2020-08-19,Barcelona,True,4098.09,ABIERTA,Jan,Pereira
396,SIN000396,54,54,54,2023-08-08,Valencia,True,5785.41,EN_TRAMITE,Jan,Pereira
397,SIN000397,54,54,54,2023-01-18,Madrid,True,5963.84,EN_TRAMITE,Jan,Pereira
398,SIN000398,54,54,54,2023-04-19,Madrid,True,7049.19,EN_TRAMITE,Jan,Pereira
399,SIN000399,54,54,54,2020-08-07,Madrid,True,6546.78,ABIERTA,Jan,Pereira
400,SIN000400,54,54,54,2024-07-10,Madrid,True,6632.18,EN_TRAMITE,Jan,Pereira
401,SIN000401,54,54,54,2020-03-15,Madrid,True,4697.05,EN_TRAMITE,Jan,Pereira
402,SIN000402,54,54,54,2022-01-28,Valencia,True,7830.93,ABIERTA,Jan,Pereira
403,SIN000403,55,55,55,2023-10-07,Valencia,True,7228.9,ABIERTA,Jan,Pereira
404,SIN000404,55,55,55,2023-06-22,Madrid,True,5434.03,EN_TRAMITE,Jan,Pereira
405,SIN000405,55,55,55,2021-03-13,Madrid,True,5147.15,ABIERTA,Jan,Pereira
406,SIN000406,55,55,55,2021-01-25,Barcelona,True,5659.07,ABIERTA,Jan,Pereira
407,SIN000407,55,55,55,2024-02-12,Valencia,True,5057.17,ABIERTA,Jan,Pereira
408,SIN000408,55,55,55,2021-01-09,Valencia,True,6989.33,ABIERTA,Jan,Pereira
409,SIN000409,55,55,55,2023-05-10,Madrid,True,4833.74,EN_TRAMITE,Jan,Pereira
410,SIN000410,55,55,55,2022-12-08,Madrid,True,6103.35,EN_TRAMITE,Jan,Pereira
411,SIN000411,56,56,56,2022-09-26,Barcelona,True,3878.04,EN_TRAMITE,Jan,Pereira
412,SIN000412,56,56,56,2024-05-06,Madrid,True,5024.0,EN_TRAMITE,Jan,Pereira
413,SIN000413,56,56,56,2022-08-27,Valencia,True,4159.51,ABIERTA,Jan,Pereira
414,SIN000414,56,56,56,2021-12-09,Madrid,True,4639.21,ABIERTA,Jan,Pereira
415,SIN000415,56,56,56,2024-04-14,Madrid,True,6504.03,EN_TRAMITE,Jan,Pereira
416,SIN000416,56,56,56,2021-11-04,Barcelona,True,5245.43,EN_TRAMITE,Jan,Pereira
417,SIN000417,56,56,56,2021-08-11,Madrid,True,6834.96,ABIERTA,Jan,Pereira
418,SIN000418,56,56,56,2024-04-14,Valencia,True,3922.16,EN_TRAMITE,Jan,Pereira
419,SIN000419,57,57,57,2020-09-23,Barcelona,True,4444.02,ABIERTA,Jan,Pereira
420,SIN000420,57,57,57,2024-03-04,Valencia,True,4173.42,EN_TRAMITE,Jan,Pereira
421,SIN000421,57,57,57,2021-09-11,Valencia,True,6123.44,ABIERTA,Jan,Pereira
422,SIN000422,57,57,57,2021-11-30,Madrid,True,4690.08,EN_TRAMITE,Jan,Pereira
423,SIN000423,57,57,57,2020-02-04,Valencia,True,7363.16,ABIERTA,Jan,Pereira
424,SIN000424,57,57,57,2020-02-06,Barcelona,True,6598.61,ABIERTA,Jan,Pereira
425,SIN000425,57,57,57,2020-09-04,Barcelona,True,4090.73,ABIERTA,Jan,Pereira
426,SIN000426,58,58,58,2024-11-12,Barcelona,True,4549.48,ABIERTA,Jan,Pereira
427,SIN000427,58,58,58,2020-07-14,Valencia,True,3989.35,ABIERTA,Jan,Pereira
428,SIN000428,58,58,58,2021-12-12,Valencia,True,7414.75,EN_TRAMITE,Jan,Pereira
429,SIN000429,58,58,58,2024-02-23,Valencia,True,6339.32,ABIERTA,Jan,Pereira
430,SIN000430,58,58,58,2023-11-15,Madrid,True,3561.39,EN_TRAMITE,Jan,Pereira
431,SIN000431,58,58,58,2021-12-24,Madrid,True,6585.46,EN_TRAMITE,Jan,Pereira
432,SIN000432,58,58,58,2023-05-29,Madrid,True,7452.76,EN_TRAMITE,Jan,Pereira
433,SIN000433,58,58,58,2023-08-11,Valencia,True,5215.37,EN_TRAMITE,Jan,Pereira
434,SIN000434,59,59,59,2022-06-20,Valencia,True,5664.39,ABIERTA,Jan,Pereira
435,SIN000435,59,59,59,2022-10-18,Madrid,True,7763.88,EN_TRAMITE,Jan,Pereira
436,SIN000436,59,59,59,2021-11-13,Valencia,True,6690.01,ABIERTA,Jan,Pereira
437,SIN000437,59,59,59,2021-08-13,Barcelona,True,6956.4,ABIERTA,Jan,Pereira
438,SIN000438,59,59,59,2021-08-16,Barcelona,True,6597.75,ABIERTA,Jan,Pereira
439,SIN000439,59,59,59,2020-05-27,Valencia,True,4434.06,EN_TRAMITE,Jan,Pereira
440,SIN000440,60,60,60,2020-12-21,Valencia,True,7605.35,ABIERTA,Jan,Pereira
441,SIN000441,60,60,60,2020-01-15,Madrid,True,4128.62,EN_TRAMITE,Jan,Pereira
442,SIN000442,60,60,60,2020-03-19,Valencia,True,7343.13,EN_TRAMITE,Jan,Pereira
443,SIN000443,60,60,60,2021-07-27,Madrid,True,6519.3,EN_TRAMITE,Jan,Pereira
444,SIN000444,60,60,60,2023-04-29,Barcelona,True,6809.79,ABIERTA,Jan,Pereira
445,SIN000445,61,61,61,2021-11-02,Valencia,True,3616.27,EN_TRAMITE,Jan,Pereira
446,SIN000446,61,61,61,2022-10-06,Madrid,True,5564.4,EN_TRAMITE,Jan,Pereira
447,SIN000447,61,61,61,2023-07-02,Valencia,True,6619.29,ABIERTA,Jan,Pereira
448,SIN000448,61,61,61,2023-03-13,Madrid,True,4025.43,ABIERTA,Jan,Pereira
449,SIN000449,61,61,61,2021-06-23,Barcelona,True,7118.56,EN_TRAMITE,Jan,Pereira
450,SIN000450,62,62,62,2024-01-05,Barcelona,True,7210.87,ABIERTA,Jan,Pereira
451,SIN000451,62,62,62,2023-03-23,Barcelona,True,5629.59,EN_TRAMITE,Jan,Pereira
452,SIN000452,62,62,62,2020-02-07,Barcelona,True,4198.46,ABIERTA,Jan,Pereira
453,SIN000453,62,62,62,2020-01-11,Madrid,True,7153.49,ABIERTA,Jan,Pereira
454,SIN000454,62,62,62,2021-08-14,Madrid,True,5004.7,EN_TRAMITE,Jan,Pereira
455,SIN000455,62,62,62,2024-12-12,Barcelona,True,5929.49,ABIERTA,Jan,Pereira
456,SIN000456,63,63,63,2024-05-19,Madrid,True,6558.73,EN_TRAMITE,Jan,Pereira
457,SIN000457,63,63,63,2024-05-09,Madrid,True,7077.52,EN_TRAMITE,Jan,Pereira
458,SIN000458,63,63,63,2022-04-06,Madrid,True,7206.31,ABIERTA,Jan,Pereira
459,SIN000459,63,63,63,2020-10-16,Valencia,True,7533.41,EN_TRAMITE,Jan,Pereira
460,SIN000460,63,63,63,2024-03-08,Barcelona,True,7085.78,ABIERTA,Jan,Pereira
461,SIN000461,63,63,63,2020-12-06,Barcelona,True,4776.19,EN_TRAMITE,Jan,Pereira
462,SIN000462,63,63,63,2021-06-29,Madrid,True,6694.24,ABIERTA,Jan,Pereira
463,SIN000463,64,64,64,2020-06-10,Madrid,True,6015.03,ABIERTA,Jan,Pereira
464,SIN000464,64,64,64,2022-05-22,Madrid,True,7925.12,EN_TRAMITE,Jan,Pereira
465,SIN000465,64,64,64,2022-07-04,Barcelona,True,6031.47,ABIERTA,Jan,Pereira
466,SIN000466,64,64,64,2020-10-26,Madrid,True,3758.85,EN_TRAMITE,Jan,Pereira
467,SIN000467,64,64,64,2020-06-02,Madrid,True,6661.44,EN_TRAMITE,Jan,Pereira
468,SIN000468,64,64,64,2021-02-01,Barcelona,True,6039.67,EN_TRAMITE,Jan,Pereira
469,SIN000469,64,64,64,2024-09-06,Madrid,True,4469.67,ABIERTA,Jan,Pereira
470,SIN000470,64,64,64,2021-11-16,Barcelona,True,7161.28,ABIERTA,Jan,Pereira
471,SIN000471,64,64,64,2020-12-04,Valencia,True,7901.93,ABIERTA,Jan,Pereira
472,SIN000472,64,64,64,2021-06-02,Madrid,True,5779.55,EN_TRAMITE,Jan,Pereira
473,SIN000473,65,65,65,2022-10-21,Valencia,True,3649.89,EN_TRAMITE,Jan,Pereira
474,SIN000474,65,65,65,2020-07-10,Madrid,True,5186.37,EN_TRAMITE,Jan,Pereira
475,SIN000475,65,65,65,2023-10-20,Valencia,True,7615.49,EN_TRAMITE,Jan,Pereira
476,SIN000476,65,65,65,2020-09-20,Valencia,True,3600.74,ABIERTA,Jan,Pereira
477,SIN000477,65,65,65,2020-03-03,Valencia,True,5849.16,ABIERTA,Jan,Pereira
478,SIN000478,66,66,66,2023-04-17,Madrid,True,3637.35,EN_TRAMITE,Jan,Pereira
479,SIN000479,66,66,66,2023-07-12,Barcelona,True,3551.2,EN_TRAMITE,Jan,Pereira
480,SIN000480,66,66,66,2022-03-31,Barcelona,True,6248.61,ABIERTA,Jan,Pereira
481,SIN000481,66,66,66,2021-10-04,Valencia,True,5677.04,EN_TRAMITE,Jan,Pereira
482,SIN000482,66,66,66,2022-04-21,Madrid,True,4678.49,EN_TRAMITE,Jan,Pereira
483,SIN000483,66,66,66,2023-03-12,Valencia,True,5847.5,ABIERTA,Jan,Pereira
484,SIN000484,67,67,67,2023-05-14,Barcelona,True,6838.25,ABIERTA,Jan,Pereira
485,SIN000485,67,67,67,2022-02-11,Valencia,True,4544.05,EN_TRAMITE,Jan,Pereira
486,SIN000486,67,67,67,2024-11-22,Barcelona,True,6196.26,ABIERTA,Jan,Pereira
487,SIN000487,67,67,67,2020-09-15,Madrid,True,4232.07,EN_TRAMITE,Jan,Pereira
488,SIN000488,67,67,67,2023-05-14,Madrid,True,7065.8,EN_TRAMITE,Jan,Pereira
489,SIN000489,67,67,67,2022-10-28,Valencia,True,4843.47,ABIERTA,Jan,Pereira
490,SIN000490,68,68,68,2020-03-16,Barcelona,True,6212.8,EN_TRAMITE,Jan,Pereira
491,SIN000491,68,68,68,2022-04-11,Madrid,True,7500.97,ABIERTA,Jan,Pereira
492,SIN000492,68,68,68,2020-06-01,Barcelona,True,6845.09,EN_TRAMITE,Jan,Pereira
493,SIN000493,68,68,68,2024-07-24,Barcelona,True,5424.58,ABIERTA,Jan,Pereira
494,SIN000494,68,68,68,2024-02-26,Valencia,True,6670.65,EN_TRAMITE,Jan,Pereira
495,SIN000495,68,68,68,2021-07-08,Barcelona,True,6766.92,ABIERTA,Jan,Pereira
496,SIN000496,69,69,69,2022-03-04,Barcelona,True,5650.04,ABIERTA,Jan,Pereira
497,SIN000497,69,69,69,2021-01-15,Valencia,True,5438.37,ABIERTA,Jan,Pereira
498,SIN000498,69,69,69,2024-09-29,Valencia,True,5606.54,ABIERTA,Jan,Pereira
499,SIN000499,69,69,69,2023-09-08,Barcelona,True,6307.97,EN_TRAMITE,Jan,Pereira
500,SIN000500,69,69,69,2022-07-20,Barcelona,True,6982.98,ABIERTA,Jan,Pereira
501,SIN000501,69,69,69,2023-09-13,Barcelona,True,7881.54,EN_TRAMITE,Jan,Pereira
502,SIN000502,69,69,69,2021-06-06,Valencia,True,6222.52,EN_TRAMITE,Jan,Pereira
503,SIN000503,69,69,69,2022-06-23,Madrid,True,5547.46,EN_TRAMITE,Jan,Pereira
504,SIN000504,69,69,69,2020-11-09,Barcelona,True,7218.5,EN_TRAMITE,Jan,Pereira
505,SIN000505,69,69,69,2023-10-07,Barcelona,True,3928.27,ABIERTA,Jan,Pereira
506,SIN000506,70,70,70,2021-05-23,Barcelona,True,3807.09,ABIERTA,Jan,Pereira
507,SIN000507,70,70,70,2024-06-28,Valencia,True,4156.75,ABIERTA,Jan,Pereira
508,SIN000508,70,70,70,2022-05-11,Barcelona,True,4670.91,EN_TRAMITE,Jan,Pereira
509,SIN000509,70,70,70,2021-08-10,Valencia,True,3980.06,ABIERTA,Jan,Pereira
510,SIN000510,70,70,70,2023-04-18,Barcelona,True,4247.89,ABIERTA,Jan,Pereira
511,SIN000511,70,70,70,2022-12-27,Valencia,True,7214.29,EN_TRAMITE,Jan,Pereira
512,SIN000512,70,70,70,2022-05-21,Barcelona,True,3838.16,EN_TRAMITE,Jan,Pereira
513,SIN000513,70,70,70,2024-10-18,Valencia,True,7328.87,ABIERTA,Jan,Pereira
514,SIN000514,71,71,71,2024-03-10,Valencia,True,3556.77,EN_TRAMITE,Jan,Pereira
515,SIN000515,71,71,71,2022-09-27,Valencia,True,4255.62,EN_TRAMITE,Jan,Pereira
516,SIN000516,71,71,71,2020-02-12,Valencia,True,4762.22,ABIERTA,Jan,Pereira
517,SIN000517,71,71,71,2021-09-18,Madrid,True,7721.28,EN_TRAMITE,Jan,Pereira
518,SIN000518,71,71,71,2022-07-05,Madrid,True,4815.73,ABIERTA,Jan,Pereira
519,SIN000519,71,71,71,2020-04-18,Barcelona,True,4487.95,ABIERTA,Jan,Pereira
520,SIN000520,71,71,71,2020-11-21,Valencia,True,5741.8,ABIERTA,Jan,Pereira
521,SIN000521,71,71,71,2021-11-23,Barcelona,True,7309.59,ABIERTA,Jan,Pereira
522,SIN000522,72,72,72,2023-11-20,Valencia,True,6344.7,EN_TRAMITE,Jan,Pereira
523,SIN000523,72,72,72,2023-11-09,Barcelona,True,6751.54,ABIERTA,Jan,Pereira
524,SIN000524,72,72,72,2021-07-20,Madrid,True,4122.27,EN_TRAMITE,Jan,Pereira
525,SIN000525,72,72,72,2022-08-08,Madrid,True,7843.2,ABIERTA,Jan,Pereira
526,SIN000526,72,72,72,2024-01-13,Barcelona,True,3821.46,ABIERTA,Jan,Pereira
527,SIN000527,72,72,72,2021-08-22,Barcelona,True,7188.24,ABIERTA,Jan,Pereira
528,SIN000528,72,72,72,2020-08-21,Madrid,True,4144.37,ABIERTA,Jan,Pereira
529,SIN000529,73,73,73,2024-10-30,Madrid,True,6967.41,ABIERTA,Jan,Pereira
530,SIN000530,73,73,73,2020-11-05,Madrid,True,4861.9,ABIERTA,Jan,Pereira
531,SIN000531,73,73,73,2024-08-16,Barcelona,True,5143.48,EN_TRAMITE,Jan,Pereira
532,SIN000532,73,73,73,2022-11-14,Madrid,True,6952.87,EN_TRAMITE,Jan,Pereira
533,SIN000533,73,73,73,2022-06-20,Valencia,True,3769.82,EN_TRAMITE,Jan,Pereira
534,SIN000534,73,73,73,2023-05-14,Barcelona,True,5972.73,EN_TRAMITE,Jan,Pereira
535,SIN000535,73,73,73,2021-01-12,Valencia,True,6842.11,EN_TRAMITE,Jan,Pereira
536,SIN000536,73,73,73,2021-01-05,Madrid,True,3625.87,ABIERTA,Jan,Pereira
537,SIN000537,74,74,74,2021-07-21,Barcelona,True,6740.64,EN_TRAMITE,Jan,Pereira
538,SIN000538,74,74,74,2023-10-25,Valencia,True,7425.55,ABIERTA,Jan,Pereira
539,SIN000539,74,74,74,2023-06-09,Madrid,True,5888.36,EN_TRAMITE,Jan,Pereira
540,SIN000540,74,74,74,2024-12-30,Barcelona,True,4310.67,EN_TRAMITE,Jan,Pereira
541,SIN000541,74,74,74,2021-11-03,Barcelona,True,4881.78,ABIERTA,Jan,Pereira
542,SIN000542,74,74,74,2021-07-18,Valencia,True,7804.03,ABIERTA,Jan,Pereira
543,SIN000543,75,75,75,2023-08-25,Barcelona,True,7152.64,EN_TRAMITE,Jan,Pereira
544,SIN000544,75,75,75,2020-01-13,Valencia,True,5605.45,EN_TRAMITE,Jan,Pereira
545,SIN000545,75,75,75,2021-07-08,Barcelona,True,5060.95,EN_TRAMITE,Jan,Pereira
546,SIN000546,75,75,75,2023-11-26,Madrid,True,6432.36,ABIERTA,Jan,Pereira
